comments,sosmed,label
"['dukung', 'ubah', 'apa', 'hasil', 'selbangetkan', 'indonesia']",instagram,1
"['awas', 'kuat', 'rakayat', '5858', 'gerak', '02', 'kualifikasi']",instagram,2
"['akun', 'lawat', 'diblokeir', 'sssaja', 'akuntidak', 'beda', 'anis', 'yaman', 'suka', 'rakyat', 'indonesiabutan']",instagram,1
"['masayaaallah', 'hakim', 'takut', 'allah', 'takut', 'manusia', 'keren', 'arakyat', 'indonesiaef', 'moga', 'allah', 'lindung', 'kel']",instagram,0
"['pokeokeknya', 'menang', 'kasih', 'celah', 'buat', 'curang']",instagram,1
"['percaya', 'penuh', 'rakyat', 'indonesiantah', 'rakyat', 'indonesiantahan', 'pihak', 'kalang', 'rakayat', 'moga', '01', 'menang', '1', 'putar', 'aamiin']",instagram,1
"['ganjar', 'rakyat', 'indonesia', 'pdipjadi', 'sudahh', 'merasaomongannya', 'didengarjokowi', 'ssaja', 'hasil', 'presiden', '2', 'rakyat', 'indonesiaode', 'ssajadiatidakp', 'boneka', 'megawatiapalagi', '17', 'persen']",instagram,3
"['sesuai', 'fakta']",instagram,0
"['ngsajak', 'koke', 'ssajak']",instagram,0
"['ganjar', 'mahfud', 'baik']",instagram,3
"['jawa', 'suka', 'nasi', 'pecel', 'jatim']",instagram,0
"['semogaa', 'umur', 'pakwalau', 'kalah', 'pilih', 'presidentapi', 'ganjar', 'ttapi', 'hati', 'paktidak', 'ganti']",instagram,3
['pilih'],instagram,0
"['benar', 'dittidakkan', 'nkrakyat', 'indonesia', 'pada', 'juang', 'harga', 'mati']",instagram,0
"['tanya', 'sederhana', '2', '3', 'sama2', 'lanjut', 'ahli', 'butuh', 'negara', 'maju', 'rakyat', 'indonesiantahan', 'ssaja', 'visi', 'sama2', 'lanjut', '01', 'ga', 'gabung', '02', 'wssajar', 'tema', 'ubah', 'mengssajak', 'ganjar', 'kabinet', 'mahfud', 'oke', 'kabinet', 'ahli', 'beliau', 'butuh']",instagram,3
"['rekam', 'jejak', 'positif', 'ganjar', 'pranowo', 'mahfud', 'pilih', 'pimpin', 'indonesia', 'marakyat', 'indonesia', 'satu', 'menang', 'pilih', 'presiden', 'thn', '2024']",instagram,3
"['kelas', 'oposisi', 'terhormatanyaa', 'prof']",instagram,3
"['hebat', 'jokowi', 'dunia', 'segani', 'rg']",instagram,2
"['joggeeeeed', 'maaank']",instagram,2
"['mending', 'kalah', 'darakyat', 'indonesiapada', 'jilat', 'ludahh', 'sendirakyat', 'indonesia']",instagram,1
"['peluang', '2', 'putar', 'moga', 'ssaja', 'aamiin']",instagram,0
"['darakyat', 'indonesia', 'kapolrakyat', 'indonesia', 'mending', '03', 'panggil', 'smua', 'rakayat', 'sidang', 'mahkamah', 'agung', 'tanyaain', 'nyoblos', 'pilih', 'presiden']",instagram,3
"['16', 'ssaja', 'rakyat', 'indonesiasik']",instagram,0
"['gentleman', 'abantidaku']",instagram,0
"['sehat', 'ganjar']",instagram,3
"['percaya', 'bang', 'rocky']",instagram,0
"['hormat', 'ganjar', 'pranowo', 'layak', 'presiden', 'ke8', 'republik', 'indonesia', '20242029', 'm3tal', 'keren', 'maksimal']",instagram,3
"['kuliner', 'bapakeanekaragaman', 'kuliber', 'indonesia', 'hebatsehat', 'ganjar', 'sklg']",instagram,3
['value'],instagram,0
"['dukung', '02', 'sudahh', 'hasil', 'antar', 'prabowo', 'gibran', 'menang', 'putar']",instagram,2
"['aset', 'diaceh', 'giur', 'darakyat', 'indonesiapada', 'pulau', 'jawa']",instagram,0
"['pura', 'pura', 'baik2', 'sssaja']",instagram,0
['balik'],instagram,0
"['sueneng', 'presiden', 'pilih', 'bahagia', 'titik']",instagram,2
"['ga', 'rasa', 'baca', 'caption', 'ssaja', 'nang', 'naro', 'ceker', 'mercon']",instagram,0
"['new', 'orba', 'reborn', 'ganggu', 'tim', 'mawar']",instagram,2
"['aneh', 'ga', 'kasih', 'krakyat', 'indonesiatikan', 'atur', 'kuasa', 'rakayat', 'rakayat', 'ga', 'suara', 'dibuatbapa', 'negerakyat', 'indonesia', 'liat', 'super', 'orba', 'bangun', 'menjssajah', 'rakayat', 'membuntidakam', 'rakayat', 'hebaat', 'gemoy']",instagram,2
"['sejarah', 'indonesia', 'presiden', 'berani', 'lawan', 'negara', 'asing', '2', 'presiden', 'jokowi', 'presiden', 'prabowo', 'allah', 'indonesia', 'bantidakit']",instagram,2
"['tuju', 'pake', 'banget', 'pakrencana', 'anak', 'sma', 'bln', 'november', 'bal', 'byrnya', '3jt']",instagram,0
"['dukung', 'pdip']",instagram,3
"['ubah', 'didik', 'gratis']",instagram,1
"['carakyat', 'indonesia', 'sukses', 'erakyat', 'indonesiack']",instagram,0
"['fullnya', 'liat', 'dmna']",instagram,0
"['saran', 'nama', 'lembaga', 'laper', 'lembaga', 'baik', 'gizi', 'masayaarakat']",instagram,2
"['omong', 'bem', 'ui', 'benernya']",instagram,0
"['assalamualaikum', 'teddy', 'semogaa', 'shat', 'selaluu', 'amiin']",instagram,2
"['uanjay', 'gercep', 'gilir', 'uu', 'pro', 'rakayat']",instagram,0
"['moga', 'sukses', 'prabowo', 'gibran']",instagram,2
"['rakayat', 'lantik', 'prabowo', 'gibran', 'mpr', 'bubar']",instagram,2
"['carakyat', 'indonesia', 'duit', 'modal', 'congor', 'doang']",instagram,0
"['moga', 'mandirakyat', 'indonesia', 'ambil', 'putus', 'pimpin', 'negerakyat', 'indonesia', 'cinta']",instagram,0
"['tombol', 'sekokelah', 'gratis']",instagram,1
"['amrakyat', 'indonesiak', 'ngemplang', 'pssajak', 'wes']",instagram,0
"['stelan', 'jas', 'kyk', 'cocokenya', 'iming2', '26jt', 'beli', 'pajero']",instagram,1
"['baznas', 'zakat', 'shodaqoh', 'begian', 'rakyat', 'indonesiama', 'manfaat', 'sudahh', 'agama', 'acta', 'rakyat', 'indonesia', 'mustahiq', 'pasti', 'program', 'baznas', 'dukung', 'rakyat', 'indonesiantah', 'kokek', 'gandeng', 'mbayarakyat', 'indonesia', 'rakyat', 'indonesiantah', 'aneh']",instagram,1
"['wssajahnya', 'sssaja', 'ogah']",instagram,0
"['suka', 'heran', 'sma', 'bilang', 'uang', 'uang', 'sayaa', 'krja', 'sayaa', 'tambang', 'timah', 'milik', 'mutidakin', 'santidakut', 'pautanyaa', 'sma', 'uang', 'titidakl', 'tambang', 'ntidaku', 'uang', 'uang', 'cuman', 'rebah', 'doang', 'rumah', 'atw', 'bisa', 'uang', 'dasna', 'darakyat', 'indonesia', 'uang', 'situ']",instagram,0
"['plisssss', 'episod', 'malem', 'iniii', 'bnr', 'anak', 'magic5', 'butuh', 'sosoke', 'papahh', 'kandung', 'bawangg', 'bangettt', 'episod', 'malem', 'iniii']",instagram,0
"['marakyat', 'indonesia', 'titidaklkan', 'partai', 'pdip']",instagram,3
"['makasih', 'jokowi', 'sadar', 'modal', 'juang', 'sssaja', 'uang']",instagram,2
"['kuasa', 'atur', 'atur', 'kuasa']",instagram,0
"['senang', 'banget', 'liat', 'tampil', 'necis', 'abis', 'mib', 'black', 'jadi', 'jubir', 'presiden', 'prabowo']",instagram,2
"['kasi', 'pimpin', 'didoain', 'buruk', 'rakayatanyaa', 'hidup', 'tenang']",instagram,0
"['perencanaanujungnya', 'ambyar']",instagram,0
"['tekan', 'tombol', 'bacooootttttttt']",instagram,0
"['rakyat', 'indonesia', 'jabat', 'apa', 'yohanes', 'anies', 'edan', 'biar', 'gelandang', 'politik']",instagram,1
"['gibran', 'tentu', 'menang', 'prabowo', 'wakil', 'gibran', 'kalah']",instagram,2
"['sayang', 'naura', 'sma', 'adara', 'ketemu']",instagram,0
"['assalamualaikum', 'prabowo', 'gibran', 'selbanget', 'siang', 'hadir', 'moga', 'hadir', 'postingan', 'baikbaik', 'sssaja']",instagram,2
"['ayo', 'pk', 'anies', 'gabung', 'pks', 'sssaja']",instagram,1
"['maung', 'dunia']",instagram,0
"['power', 'netizen', 'indonesia', 'mantap', 'nyala', 'netizen', 'indonesia']",instagram,0
"['sehat', 'keluargaa', 'anies']",instagram,1
"['96', 'juta', 'paham', 'omong', 'giniansehat', 'umur', 'rg']",instagram,0
"['prakyat', 'indonesiabadi', 'simpatisan', 'anies', 'sewssajarnya', 'pahlawan', 'ubah', 'masa']",instagram,1
"['tanding', 'malam', 'mtidakmbarkan', 'pilih', 'presiden', 'fiks', 'debat']",instagram,0
"['sikap', 'anies', 'sikap', 'hati2', 'obyektif', 'kembang', 'dar', 'ambisi', 'prakyat', 'indonesiabadi', 'kuasa', 'jabat', 'matang', 'sasar', 'penting', 'rakayat', 'bangsa']",instagram,1
"['truck', 'selbanget']",instagram,0
['best'],instagram,0
['tuju'],instagram,0
"['moga', 'sukses', 'aamiin']",instagram,0
"['suka', 'anies', 'rektor', 'suka', 'dengar', 'pendapatanyaa', 'sayang', 'org2', 'makan', 'fitnah', 'buzzer', 'bersayaukur', 'seeprti', 'beliau', 'dinegerakyat', 'indonesia']",instagram,1
"['doketer', 'jokowi', 'pasien', 'odgj']",instagram,2
"['darakyat', 'indonesia', 'ragu', 'surya', 'paloh', 'cak', 'imin', 'emang', 'tau', 'malu', 'rakayat', 'dukung', 'dititidaklkan', '5', 'nasdem', 'pkb', 'nasib', 'p3']",instagram,1
"['puji', 'nyarakyat', 'indonesias', 'paket', 'lentidakap', 'ukur', 'manusia', 'jmn', 'saat', 'wakanda', 'krakyat', 'indonesiasis', 'tokeokeh', 'panutan', 'omong', 'omong', 'gambar', 'keren', 'banget', 'lohawalnya', 'pikir', 'gambar', 'paruh', 'abah', 'anak2', 'indonesia']",instagram,0
"['pimpin', 'rakyat', 'indonesiandukansemogaa', 'shat2', 'slalu', 'anies']",instagram,1
"['uah', 'hina', 'rendah', 'background', 'ustadz', 'satu', 'berlatarbelakang', 'agama', 'diatidakp', 'paham', 'thdp', 'bahas', 'agama', 'menuaduh', 'potong', 'video', 'bukti']",instagram,0
"['rakyat', 'indonesiantahan', 'sibuk', 'hidup', 'hedon', 'mikirakyat', 'indonesian', 'anies', 'rakyat', 'indonesia', 'tanggung', 'lgsg', 'allout', 'pikir', 'rakayat', 'butuh', 'kecil', 'hitidak', 'penting', 'mendikbud', 'silent', 'menaker', 'silent', 'duduk', 'kursi', 'rakyat', 'indonesiantahan', 'hebat', 'hebat', 'buatt', 'rakayat']",instagram,1
['abah'],instagram,1
"['br', 'pasang', 'sakinah', 'mawardah', 'warohmah']",instagram,0
"['amazing', 'president']",instagram,0
"['gubernur', 'aceh', 'ssaja', 'pliss', 'anis']",instagram,1
"['suruh', 'rekam']",instagram,0
"['ga', 'soke', 'ceramah', 'bawa', 'tauhid', 'ucapakan', 'natal', 'negara', 'toleransi', 'rakyat', 'indonesiaaki', 'curang', 'bukti', 'mending', 'baik', 'otak', 'ucap', 'tintidakah', 'soke', 'sutradara', 'sutradara', 'hidup', 'sendirakyat', 'indonesia', 'udahh', 'bener', 'tintidakah', 'inti', 'darakyat', 'indonesiapada', 'girakyat', 'indonesiang', 'opini', 'mending', 'introspeksi', 'rakyat', 'indonesia']",instagram,0
"['sudahh', 'jalan', 'nyapendidikan', 'gratismalahhaddeuhh']",instagram,0
"['uu', 'ampas', 'aset', 'ruu', 'kpk', 'rukuhandphone', 'uu', 'pro', 'rakayat', 'sampe', 'demo', 'brjilid2', 'revisi', 'ruu', 'serah', 'presiden']",instagram,0
"['kelas', 'lupa', 'diasintidakan', 'bamgsanya', 'sendirakyat', 'indonesia', 'lindung', 'presiden', 'negara', 'dunia', 'dikawatirkan']",instagram,0
"['semangat', 'ttidak']",instagram,0
"['mamang', 'turun', 'tangan']",instagram,0
"['cak', 'imin', 'sasar']",instagram,1
"['keren', 'abah', '01', 'pilih']",instagram,1
['pdip'],instagram,0
"['shouldve', 'said', 'esjiaii', 'not', 'esgeie', 'ofc', 'people', 'get', 'confused']",instagram,0
"['nyalahin', 'tapis', 'salah', 'inputorg', 'sistem', 'apl', 'errortapis', 'input', 'ssaja', 'suara', 'udh', 'masuk', 'pegimane', 'iturugi', 'dooonnk']",instagram,0
"['nyupir', 'ora', 'sante', 'blas']",instagram,0
"['hidup', 'jawara', 'betawi']",instagram,0
"['bagus', 'udahh', 'sadar']",instagram,0
"['aneh2', 'sederhana', 'sssaja', 'contoh', 'buntu', 'nama', 'ikan']",instagram,0
"['moga', 'beliau', 'rakyat', 'indonesia']",instagram,0
"['sukses', 'bu']",instagram,0
"['bikin', 'semangat', 'lagu', 'sampe', 'ga', 'sabar', 'nunggu', '2024', 'pilih', 'amin']",instagram,1
"['haru', 'banget', 'malam', 'kokek', 'tega', 'banget', 'anies', 'tega', 'pikir']",instagram,1
"['mas', 'atidak2', 'aneh', 'opini', 'imin', 'bikin', '40', 'koketa', 'tara', 'jakartadia', 'ssaja', 'nolak', 'ikn', 'semenjak', 'wakil', 'anis', 'skarenag', 'bangun', '40', 'koketa', 'tara', 'jakarta', 'tempo', '5', 'ssaja']",instagram,2
"['sehat', 'anies', 'hati', 'rakayat', 'cinta', 'ubah']",instagram,1
"['anies', 'gubernur', 'baik', 'dki']",instagram,1
"['amin', 'prubahan']",instagram,1
"['love', 'keep', 'faith', 'spirakyat', 'indonesiat']",instagram,0
"['jalan', 'yaman']",instagram,0
"['tombol', 'muakk']",instagram,0
"['ketawa', 'berjamaaah', 'yooke', 'uban']",instagram,0
"['barakyat', 'indonesiasan', 'elu', 'bangg', 'muntidakin', 'oposisi', 'negerakyat', 'indonesia', 'iniberhubung', 'partai', 'sanggup', 'puasakita', 'ssaja', 'rakayat', 'oposisimenyala', 'abantidaku']",instagram,0
"['batidak', 'ganjar', 'pranowo', 'mahfud']",instagram,3
"['sekeluargaa', 'batidak', 'darakyat', 'indonesia', '16', 'kibulin']",instagram,0
"['aroke', 'sudahh', 'hebat', 'bunuh', 'empu', 'gandarakyat', 'indonesiaing', 'rakyat', 'indonesias', 'cipta', 'aroke', 'mati', 'rakyat', 'indonesias', 'kau', 'pikir', 'lurah', 'diam', 'sssaja', 'ambisi', 'besar', 'politik', 'teman', 'sssaja', 'percaya']",instagram,0
"['tenang', 'ssaja', 'anak', 'wan', 'abud', 'janji', 'surga']",instagram,0
"['kasi', 'bapakgajix', 'tahan', 'sudahh', '6', 'thntolong', 'presiden']",instagram,0
"['lyly', 'canti']",instagram,0
"['jabat', 'becusbikin', 'atidakran', 'ssaja', 'lebih', 'bayar']",instagram,0
"['salfoke', 'beneran', 'rada', 'mirakyat', 'indonesiap', 'muka']",instagram,0
"['send', 'dm']",instagram,0
"['sengssaja', 'gembel', 'bang']",instagram,0
"['maaf', 'dalam', 'dalam', 'kata', 'wasalam', 'alan', 'walker']",instagram,0
"['beda', 'akidah', 'sikap', 'sportivitas', 'beliau', 'ambil', 'sikap', 'sperti', 'rakyat', 'indonesia', 'sikap', 'teladan', 'dukung', 'tenang', 'belssajar', 'darakyat', 'indonesia', '2019', 'kokerban', 'ga', 'hasil', 'rakyat', 'indonesiaman', 'kita', 'tau', 'alloh', 'swt', 'hikmah', 'jujur', 'kecewaa', 'sedih', 'kesal', 'anies', 'tenang', 'tenang', 'rasa', 'pendukungny']",instagram,1
"['apa', 'mahfud', 'suara', 'ganjar', 'bawah', '20', 'aneh', 'kalah', 'rakyat', 'indonesiasik']",instagram,3
"['maksudahnya', 'prof16', 'menang', 'lawan', '58']",instagram,3
"['dikit2', 'hahahaha']",instagram,0
"['lucu', 'kalah', 'bilang', 'curang', 'lapang', 'sssaja', 'tapis', 'kalah', '01', 'dan03']",instagram,1
"['psikokelog', 'pakar', 'mimik', 'wssajah', 'bantu', 'baca', 'belah', 'darakyat', 'indonesia', 'pks', 'kira2', 'darakyat', 'indonesia', 'gambar', 'mimik', 'wssajah', 'cermin', 'wssajahwssajah', 'menang', 'jujur', 'baper', 'pandang', 'ahli']",instagram,0
"['prof', 'allah', 'tau']",instagram,3
"['iya', 'saksi', 'takut', 'denger', 'bukti', 'kokentidakrakyat', 'indonesiat', 'takut', 'saksi', 'takut', 'penjara']",instagram,0
"['pasu', 'joget2', 'kasih', 'rakyat', 'indonesiata', 'percaya', 'padahl', 'benar']",instagram,2
"['cocoke', 'mahkamah', 'agung', 'dosen', 'sssaja', 'prof']",instagram,3
"['gamau', 'potong', 'hakim', 'takut', 'lupa', 'brakyat', 'indonesiaef', 'wkwkwkwk', 'pet', 'gmna']",instagram,2
"['tim', 'liat', 'poster', 'sbelum', 'nonton']",instagram,0
